occipital neocortex,primary motor-sensory cortex (samples),amygdaloid complex,medial ganglionic eminence,posterior (caudal) superior temporal cortex (area 22c),upper (rostral) rhombic lip,caudal ganglionic eminence,dorsal thalamus,anterior (rostral) cingulate (medial prefrontal) cortex,dorsolateral prefrontal cortex,orbital frontal cortex,lateral ganglionic eminence,"inferolateral temporal cortex (area TEv, area 20)",hippocampus (hippocampal formation),ventrolateral prefrontal cortex,parietal neocortex
49.058472,31.276319,64.487546,45.615908,36.861861,33.778635,36.031728,42.688606,46.512767,63.372818,49.365541,34.983714,46.973702,33.655082,40.939931,35.151835
48.335938,107.674244,15.269498,1.033925,157.262502,13.939895,38.067426,1.75258,33.888237,56.409341,21.245431,25.98817,52.838312,11.943941,100.866981,110.260874
7.083987,4.810641,4.853226,5.815855,5.721064,3.300567,5.47493,4.964528,7.09415,8.235403,7.843578,4.467843,6.021143,6.058117,7.453423,5.023398
7.682335,7.741037,6.595835,7.432113,6.822395,4.692199,7.84666,4.554373,7.367947,7.310011,7.049761,7.067281,7.501662,7.860337,7.177837,7.695743
0.016414,0.0,0.189115,0.045801,0.188986,0.295195,0.0,0.224338,0.102957,0.0,0.08518,0.171352,0.300668,0.190375,0.021275,0.016854
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030795,0.0,0.0,0.014881,0.0,0.0
20.723537,16.281706,19.533584,22.580172,16.078457,13.492885,24.18854,22.318498,20.835416,22.279863,24.692506,19.688546,20.345523,17.967175,21.042639,15.250904
3.396823,2.766345,1.545202,2.523409,2.270627,0.739306,2.346091,6.150186,3.457859,3.862714,4.25961,2.080078,1.299227,5.080395,2.923113,2.620147
0.002493,0.05486,0.013237,0.0,0.011359,0.063624,0.0,0.012277,0.027229,0.014737,0.0,0.0,0.014468,0.0,0.014066,0.011143
1.73981,1.631157,1.505638,0.184312,8.457812,0.824817,0.086144,0.104424,0.862773,1.511365,3.010299,0.101931,1.102334,2.969704,1.754104,1.872642
6.93591,7.860403,5.180572,7.305722,8.251812,5.802302,8.274863,4.636753,7.728803,7.398202,11.706429,6.979068,4.429162,10.441686,7.838193,7.477273
20.224541,14.873212,14.876517,17.502677,15.472492,11.334564,16.7022,18.143829,26.105163,26.409617,22.367708,15.532493,15.414261,17.054419,22.022193,15.757036
13.068511,15.400098,13.988825,14.920478,14.308573,22.000294,15.885282,15.542747,22.129503,21.444195,20.646704,14.544859,12.072176,12.685709,18.508546,14.528343
0.0,0.0,0.0,0.023295,0.026215,0.014683,0.0,0.0,0.047128,0.0,0.162243,0.0,0.0,0.052814,0.0,0.0
16.298243,17.334267,15.929105,17.160499,16.878902,14.133817,17.158804,12.643923,14.348752,12.015466,10.84108,17.269835,17.194675,14.467625,14.515643,16.40312
3.481529,3.160153,3.641588,5.239373,2.355527,3.080135,3.787144,4.664804,3.732148,4.371924,3.371733,3.733964,3.104475,4.203623,3.524793,2.952841
0.0,0.0,0.0,0.0,0.0,0.45873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.158076,13.880184,13.724371,14.286848,13.788456,11.629943,14.468606,9.076289,13.360755,12.941382,13.574418,14.15696,12.802284,15.360199,11.449782,14.461098
0.070005,0.130352,0.077642,0.134728,0.171637,0.260024,0.120832,0.033223,0.102856,0.143135,0.143853,0.032146,0.08357,0.120509,0.068412,0.119721
47.649974,66.714589,72.518952,57.343246,76.301056,126.223557,66.524136,62.02985,50.644285,42.587732,37.52369,73.375406,75.383388,51.744037,51.305282,70.072436
25.415309,32.404671,23.459491,23.364552,25.605312,62.310199,23.755933,34.865775,28.208359,24.880507,25.521702,35.710894,23.732669,30.665104,24.076587,27.951771
0.011995,0.0,0.07315,0.033469,0.025109,0.084004,0.011781,0.054278,0.0,0.016288,0.062245,0.0,0.022755,0.189702,0.0,0.012316
23.746707,22.379061,11.149836,19.623072,11.745145,2.736422,14.406118,7.719855,24.027342,25.820801,14.725341,35.056101,9.111567,15.152355,21.43401,21.272151
15.829226,14.790084,25.395594,20.23037,27.47042,30.110199,15.478641,41.826439,17.722446,16.550972,19.454556,22.801927,40.205904,19.857796,18.173759,13.841469
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.401542,3.92372,3.012537,4.068867,3.632982,2.612123,3.777218,4.112883,5.025181,5.587112,5.499093,3.883353,3.541485,5.20099,4.152713,3.955992
4.964024,5.497938,4.950141,6.058295,4.596414,4.052675,5.330707,4.863168,5.373496,5.141159,4.762647,6.066126,4.570028,5.280716,5.660202,5.608521
1.950386,1.461931,0.696873,0.18565,1.840109,0.212762,0.240597,0.030792,1.512994,2.58645,3.977501,0.110137,0.421466,3.959978,1.25794,1.639221
18.132495,45.983943,22.284868,31.168731,31.466655,42.161369,35.685655,18.747997,10.273928,5.900627,3.065319,44.506496,25.661282,15.67002,12.691955,36.895379
10.214543,14.008936,16.836234,14.745318,13.513165,15.945491,12.551827,14.820753,9.061699,10.59321,10.668808,16.318092,15.056853,9.934033,11.774201,12.404079
11.83781,11.719639,10.489043,10.617462,10.433138,10.806766,9.920065,7.595019,10.847213,13.130069,10.126712,10.53501,10.695678,10.82218,10.769653,11.963948
0.461849,0.262024,0.520982,0.214287,0.447747,0.560884,0.26375,0.212391,0.357849,0.485732,0.376472,0.265605,0.789791,0.116826,0.355559,0.433078
0.101459,0.184836,0.271602,0.196523,0.102867,0.528077,0.024008,0.242632,0.182729,0.128911,0.143576,0.137281,0.133562,0.11598,0.079857,0.163317
0.321271,0.18087,0.320114,0.708866,0.66172,1.087094,0.116345,0.107867,0.267608,0.145937,0.571954,0.328332,0.180887,0.729626,0.386457,0.355106
4.792661,3.653526,4.15468,3.672213,4.779219,6.031608,4.235953,4.3901,4.016193,4.762795,4.044282,3.911834,3.917469,5.152333,4.180713,4.333036
2.143183,1.476283,1.75089,3.024547,1.503043,1.670482,2.833088,2.642455,1.892013,1.739046,3.282831,1.88809,2.031168,2.745566,1.840118,1.63137
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.857667,1.784438,0.875192,1.139821,1.093796,1.318568,1.042928,0.80789,0.601214,0.668527,0.544661,1.307517,0.904993,0.892394,0.840871,1.222056
0.022736,0.007683,0.073452,0.014003,0.0,0.460405,0.0,0.008574,0.037773,0.0,0.112008,0.050069,0.243256,0.100857,0.019646,0.0
5.672147,4.851791,4.329949,5.028305,5.038012,4.77284,5.15146,5.17916,5.512051,5.403037,7.797914,4.870653,4.818285,8.288863,5.433213,5.154898
6.077607,7.677126,5.747531,6.787503,7.074558,5.326407,6.063425,5.39059,6.898977,7.930602,6.404044,6.561374,6.914662,6.291455,6.907091,6.217842
31.119095,12.39275,16.800924,19.896734,11.906298,5.996259,16.516189,14.012262,23.724634,35.048758,25.846957,12.35544,15.249725,24.599244,19.8165,17.737807
0.913977,2.037152,2.210435,1.60202,1.974071,6.04237,1.769923,3.907846,0.795857,0.963307,0.684819,2.314888,1.810027,1.403272,1.216843,1.692383
16.875196,13.948625,12.128505,13.92224,11.940361,11.248021,15.076545,9.423624,11.959609,12.995926,10.343679,12.170847,11.930882,14.831196,11.305562,14.492241
4.438175,7.171792,3.173737,2.562153,7.633921,4.523447,3.977873,3.19196,2.473557,4.003126,3.326847,4.674425,5.296344,3.211719,5.869877,6.712312
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.065605,2.996398,2.197747,2.364889,2.432859,1.741113,2.354613,1.829402,2.496613,2.819623,2.96779,2.367246,2.167672,2.402304,2.411905,2.542758
0.889373,0.886767,1.299735,0.55602,0.669106,2.918905,0.922973,1.477986,0.778691,0.415334,0.73299,0.664696,1.654948,0.971942,0.557135,0.970442
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.113086,0.028745,0.032348,0.0,0.030354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.906773,5.83126,5.466273,4.005259,5.11042,11.675303,3.810468,5.634033,3.967658,4.697739,4.311223,4.987462,5.157782,5.161061,3.707679,5.479704
6.433415,5.359119,5.275231,4.615252,4.796052,4.08079,4.922594,5.723278,5.57612,6.684482,6.049036,4.772103,6.021092,5.398416,5.551105,5.082172
35.355188,32.047089,26.093019,31.85397,26.661036,22.742381,30.475294,23.510149,34.064213,27.785857,22.489788,30.29584,25.779287,32.569133,27.25839,32.79617
13.149621,14.320143,9.878663,14.298762,11.948343,7.9979,14.262476,10.076073,13.192739,13.118685,13.373073,13.528137,12.918375,13.375822,13.365267,13.047909
9.597798,6.570325,8.371996,8.288151,8.610945,10.019373,8.170896,6.679541,8.578107,9.078542,8.311425,7.107221,8.701686,8.630841,8.075579,7.440838
8.090368,10.168307,13.36204,8.799134,12.184301,13.076822,9.888085,12.208815,6.700876,5.774201,5.882041,11.641277,13.088838,8.215593,8.973452,9.170406
15.738083,14.391362,11.988593,16.044997,14.679457,8.998162,15.458723,10.387158,16.256993,15.894667,13.326413,12.960145,14.314483,13.779604,16.566648,14.066111
0.020099,0.028438,0.305946,0.150772,0.051996,0.101485,0.027712,0.922475,0.050497,0.032842,0.134196,0.177449,0.316157,0.258787,0.020827,0.016555
26.157102,18.723056,19.991122,21.171277,17.431386,15.412583,19.122754,20.275609,25.175424,33.494964,34.222762,17.601232,19.324827,25.608828,23.803636,19.679495
0.0,0.0,0.0,0.0,0.0,1.731531,0.0,0.0,0.046844,0.0,0.048445,0.0,0.0,0.0,0.0,0.0
44.956857,47.049035,45.652766,42.802426,44.2187,38.678004,43.744552,37.422203,48.101499,49.808527,42.369387,47.172132,41.258299,40.950418,43.833753,45.2888
20.276071,18.368777,57.863118,27.388222,30.435024,58.323744,38.534573,33.52916,23.731344,24.512753,23.537816,33.614414,44.668089,20.946781,27.253123,18.417983
4.059559,3.894006,2.566453,3.058933,4.436968,2.133608,3.275817,1.916955,3.955423,3.279101,2.93655,3.350043,4.526177,4.790872,3.99072,3.851006
0.0,0.0,0.0,0.008959,0.0,0.0,0.0,0.0,0.0,0.012904,0.023812,0.0,0.0,0.005078,0.018644,0.009757
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042278,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.493019,13.041564,11.8415,9.014342,13.841038,24.474139,10.071532,15.250612,6.878455,7.424044,5.304651,13.154857,11.796795,6.836742,9.983811,12.369333
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007503,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.300282,1.288511,1.125987,1.046019,1.790811,0.72834,0.767361,1.108213,1.82942,2.471537,3.418122,1.080721,0.784622,2.93055,1.09989,0.902798
0.012402,0.0,0.0,0.011535,0.0,0.0,0.012181,0.0,0.0,0.0,0.0,0.0,0.0,0.013077,0.0,0.025469
0.505391,0.350884,2.568392,1.397327,0.942622,9.131753,1.112178,0.748983,0.691873,0.274752,0.58109,1.273588,2.478173,0.710386,0.318805,0.356334
4.180043,7.210126,5.748401,5.903155,6.276334,9.961429,6.187116,5.499614,3.505617,3.278431,3.658334,8.050655,5.839772,4.438063,5.123616,6.261195
0.164521,0.434988,0.157088,0.202594,0.36701,0.375728,0.214231,0.085474,0.133947,0.193353,0.196118,0.181761,0.227556,0.224843,0.13005,0.30142
0.768655,0.863062,1.547137,0.83829,1.369056,1.18478,0.8411,0.513698,1.105002,0.60539,0.937502,1.154252,1.16419,0.73824,0.513888,0.651186
2.712035,3.087504,2.05433,1.928327,3.163558,2.517992,2.008363,3.445184,2.861299,2.185836,2.388577,1.996603,3.266376,2.759066,3.026648,2.997476
26.439417,20.005409,15.721298,29.156522,17.234241,12.040701,20.136756,17.985294,27.812297,33.243865,23.51803,21.871191,17.767964,23.045805,25.562514,19.302172
0.097072,0.368312,1.843109,0.596552,0.607335,3.040144,0.145488,0.064205,0.274066,0.196243,0.283857,0.399368,1.591232,0.111131,0.316534,0.26606
10.453803,8.868194,10.892793,8.56371,10.692186,11.637926,8.252161,9.193987,9.138123,9.4276,10.397155,9.509392,10.57249,9.505763,9.1029,8.840374
0.396228,0.479563,0.152056,0.115951,1.328474,0.029235,0.0,0.141033,0.155967,0.372435,8.977534,0.0,0.353797,0.182955,0.387356,0.102404
8.754853,8.27532,5.775757,6.665352,6.764467,6.459739,6.482836,5.064162,8.211284,6.614426,5.975796,7.121073,5.911084,8.85372,6.527845,8.504493
8.429089,11.807567,8.587852,9.066948,6.802772,12.928086,10.011713,8.627899,7.894843,6.04571,4.432208,11.995851,8.224484,12.672356,6.446541,9.29448
9.865001,10.22184,12.676849,11.287342,10.81924,11.23171,11.576212,8.65983,9.303565,9.526177,9.534908,9.704337,11.57818,9.682718,9.887052,9.924517
4.707243,5.644153,2.537366,5.478171,2.915498,1.325993,6.126416,1.795489,3.660419,2.896782,1.565537,4.942314,2.338653,3.264556,3.207641,5.198587
9.068835,6.061725,5.633388,7.369099,5.638568,3.916279,7.93041,5.635742,8.851424,8.996322,7.447045,5.96025,5.944232,7.629495,7.794127,5.944953
41.552673,29.965433,34.491979,29.109127,33.716963,27.085284,27.60222,28.796463,35.873653,41.84746,42.269368,25.101685,33.096836,43.637066,30.446401,30.835657
0.178726,0.525612,0.231824,0.331755,0.276044,0.673385,0.265018,0.079099,0.234353,0.131196,0.150948,0.581297,0.24691,0.284835,0.181832,0.346117
17.848173,18.327222,19.70701,17.980202,22.168443,33.426388,20.351482,22.033157,14.816482,11.942525,9.737732,20.557532,20.183503,18.452637,17.414983,22.345423
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.295937,9.276472,6.686985,7.761459,7.692341,3.092014,9.006755,6.429462,14.428328,15.973798,12.937327,6.302169,7.618663,10.967077,9.801821,9.32029
2.1895,0.958151,1.095257,0.761743,1.896663,0.252644,0.559302,0.564873,0.821991,1.54556,7.153806,0.618133,0.896285,1.925228,1.284535,0.963473
12.187131,9.075116,11.753009,10.591014,9.669364,10.743051,9.157413,9.520969,10.147295,10.944817,12.132072,9.83539,11.981529,11.223069,10.553821,9.37503
0.0,0.0,0.0,0.012533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014025
2.613565,2.754172,9.403432,2.440952,4.35165,7.029639,3.193604,4.803017,3.497358,2.452202,3.891716,3.746717,5.781567,4.971647,2.645864,2.909769
5.755267,8.016203,6.450345,6.341536,9.006423,20.877553,7.15471,12.468795,5.184246,4.825952,5.326235,6.782526,9.264907,5.99293,7.088132,7.295764
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029703,0.0,0.0,0.0,0.028975,0.0,0.0,0.0,0.0
0.811608,0.644764,0.370383,0.767004,0.277232,0.193589,0.71654,0.240132,0.541343,0.698357,0.556813,0.59168,0.406931,1.076679,0.550362,0.747002
1.345057,0.743228,0.610496,0.53493,0.854656,0.58776,0.591891,0.378108,1.082475,0.781169,1.721072,0.573847,0.660636,2.092146,0.709135,0.647803
0.010868,0.014891,0.035651,0.016986,0.019167,0.051554,0.014378,0.016618,0.009151,0.004919,0.014293,0.032092,0.02203,0.01936,0.00476,0.018751
97.074958,137.517301,203.060857,130.112149,189.511462,200.167937,142.437712,126.096308,78.707863,88.689542,82.06229,160.682113,206.81315,68.141191,130.458889,137.042004
3.26486,3.074559,4.49594,2.765889,2.712966,4.808333,2.890113,4.215901,3.076306,2.171816,2.257539,3.013427,3.369017,5.672082,2.289732,2.847316
12.976735,13.230157,9.705545,12.813865,12.872751,11.123802,13.626486,12.211654,12.423343,11.79133,14.586798,12.705661,13.485034,14.724075,13.289253,12.222401
3.896321,7.857901,4.154773,5.608591,5.861722,6.435896,6.140068,3.735464,3.318374,2.441125,2.097614,7.273013,4.226609,4.28431,3.645211,6.494436
4.028389,2.937552,2.398859,2.738467,3.124953,1.792116,2.884079,1.840133,4.058359,4.060395,3.59237,2.821779,3.556009,3.307029,3.276855,3.207187
1.754375,1.636888,0.540273,1.09446,0.724598,0.301398,1.586911,0.631608,1.71659,1.515478,0.936034,1.148726,0.752018,1.494319,1.415474,1.249121
0.090008,0.144187,0.044238,0.044155,0.005963,0.126468,0.019583,0.006445,0.087664,0.076328,0.147814,0.028919,0.065025,0.029232,0.144228,0.088716
2.552319,2.266872,2.174453,2.517874,2.419708,1.965682,2.342198,1.649464,2.536878,2.949568,2.793936,2.451726,2.469027,2.449131,2.784502,2.350589
7.563204,6.55819,8.685673,8.922002,8.788285,6.402226,8.794388,7.93954,10.200108,10.572877,17.479263,6.830212,4.988598,12.84152,9.074404,6.708734
0.30033,0.090674,0.03123,0.047308,0.080037,0.060044,0.012574,0.043449,0.11177,0.278156,0.248461,0.042384,0.048575,0.780895,0.034532,0.183323
9.904869,15.240812,19.762591,12.183084,17.901242,22.998585,12.650522,12.925428,9.719306,9.175599,9.898339,16.606594,19.783234,10.420803,11.863517,13.670203
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.75986,0.409567,0.546507,0.182043,1.327858,0.344069,0.185037,0.29225,0.367522,0.6631,1.753256,0.338955,0.40985,1.706502,0.766715,0.631334
61.974118,55.321173,69.736793,54.118293,59.720462,37.706267,48.691704,38.726106,60.956887,73.968787,63.623561,49.475743,53.53161,59.768979,58.654024,58.902332
8.071469,4.9191,5.531956,6.067196,4.91116,2.6083,5.712927,4.921367,7.666154,9.68587,7.292372,4.844329,4.817882,7.098635,6.464365,5.348798
0.503756,0.416408,0.314375,0.439883,0.522139,0.928062,0.557729,0.802552,0.536841,0.827787,0.967061,0.677236,0.379535,0.828792,0.574808,0.748864
0.046466,0.15745,0.057452,0.021905,0.049302,0.220171,0.083773,0.0,0.05909,0.0,0.0,0.148919,0.028378,0.099328,0.020625,0.0
0.1372,0.065143,0.741411,0.092792,0.307411,1.195457,0.077138,0.121051,0.125275,0.048478,0.289654,0.230205,0.703894,0.090337,0.065654,0.09907
6.374071,5.494037,4.471587,3.943255,7.639044,4.354173,4.082861,4.416737,4.896706,6.245863,12.464265,3.496247,3.825468,10.018551,5.124009,5.458098
12.154186,13.083733,12.160312,13.517871,14.578492,9.907734,11.924047,10.982317,9.424676,9.916825,8.547013,13.979387,13.946812,9.815406,12.364069,12.716391
6.073565,6.482447,4.86524,2.525999,6.219172,4.980468,3.345565,12.103141,9.928234,4.474112,6.238065,4.129239,6.329228,11.739547,4.780904,6.653415
0.102544,0.128969,0.169767,0.101476,0.24066,0.419049,0.065453,0.095885,0.166277,0.065785,0.385284,0.093445,0.143533,0.632646,0.15724,0.226829
0.008724,0.110103,1.020921,2.845114,0.11937,1.983724,2.34011,0.547176,0.077363,0.020165,0.051167,1.464858,0.792996,0.493968,0.088412,0.058658
2.425439,2.877623,1.867535,2.354217,1.806629,1.519169,2.106883,1.490627,2.579567,1.85434,1.685389,2.390634,1.793476,2.690269,1.842454,2.375791
7.193251,6.059467,6.26072,6.624798,5.993568,4.363399,6.779405,4.998144,6.166556,5.89499,5.006627,5.843667,6.017692,5.707211,6.509429,6.139776
18.447399,15.475061,9.952906,15.949959,10.762233,8.842942,17.651965,12.025721,16.276871,16.113099,10.020642,15.049464,9.897017,15.361791,13.806461,15.600281
12.648125,9.378757,6.388826,9.667031,8.920632,4.296336,9.588323,6.393299,11.732752,12.093826,9.866676,8.147738,8.650096,9.687892,11.086211,9.060449
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.096464,0.0,0.0,0.0,0.0,0.0
0.0,0.048238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.131001,0.247773,0.0,0.0,0.0,0.0,0.097716
0.0,0.034149,0.006385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005973,0.054338,0.119136,0.082664,0.031177,0.111592,0.093079,0.007306,0.052051,0.008112,0.077079,0.221819,0.089894,0.103497,0.023123,0.024451
10.480162,11.009549,5.142471,2.265249,9.505141,3.937734,5.794527,1.870496,6.693562,7.085918,3.184501,5.805681,7.138319,3.518688,9.90548,11.000584
12.472497,10.627667,18.702164,14.58763,14.087443,23.680788,13.510563,25.429834,13.740181,13.40963,17.306994,12.716121,24.895036,13.587655,13.354533,10.431054
0.0,0.0,0.007389,0.0,0.0,0.0,0.0,0.0,0.007704,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.015736,0.0,0.0,0.0,0.0,0.0,0.0,0.006282,0.0,0.0,0.0,0.0,0.0,0.029205,0.0
3.251725,3.372794,4.674524,4.472454,5.233208,6.488348,3.509612,4.983797,3.066615,2.750738,3.237827,4.0971,4.717901,3.51236,3.047923,3.568392
12.333363,10.336829,10.641007,13.444963,11.038464,11.708017,13.500017,10.240806,12.271725,10.418668,11.662175,12.036886,12.307916,11.914052,11.172329,10.252728
3.815867,6.341462,4.010227,2.794713,5.677682,7.095151,3.493944,2.830821,6.326997,4.724073,5.265985,4.34204,3.217627,4.843778,6.493961,5.19716
4.450079,5.824845,2.704736,2.803808,7.261391,2.004146,3.76584,1.529285,3.791594,2.707883,7.675008,3.445759,2.83713,4.674334,3.396203,5.379493
0.0,0.0,0.0,0.0,0.006118,0.006853,0.0,0.0,0.0,0.0,0.015166,0.00645,0.011089,0.0,0.007576,0.006002
2.402873,2.580615,1.29214,0.756804,1.868643,2.232608,1.307375,1.148228,5.20543,2.647062,2.996011,1.49921,1.623054,1.916675,1.926766,2.192762
35.695716,38.252785,38.349283,35.221688,38.084977,45.157898,39.975225,38.473143,40.2467,33.956054,34.820117,40.659801,31.7558,34.977391,38.909719,38.02243
1.825523,2.67162,1.826412,2.479146,2.111188,1.428833,1.885181,1.099157,1.692269,1.489579,2.657528,2.469871,2.141169,2.016663,2.020635,2.186552
24.777576,17.409351,17.427489,20.337274,15.621174,10.251761,17.855406,16.362031,20.766402,22.372283,17.068186,16.471184,16.570788,20.582138,18.021158,17.030935
0.202537,0.051332,0.09264,0.211929,0.132496,0.237081,0.099463,0.171848,0.127041,0.137519,0.327567,0.195576,0.14409,0.320327,0.196886,0.207966
0.314493,0.024589,0.117737,0.01128,0.0,0.042467,0.01175,0.0,0.045641,0.016469,0.015734,0.0,0.069022,0.203899,0.031437,0.17383
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.006843,0.021337,0.008347,0.008887,0.12042,0.0,0.0,0.0,0.016846,0.02069,0.066672,0.0,0.008941,0.063715,0.0,0.013789
0.276281,0.153398,0.160026,0.446886,0.33772,0.235135,0.529688,0.342767,0.23136,0.205116,0.239035,0.341537,0.149948,0.436115,0.161974,0.155004
17.44916,16.968009,13.037361,18.62022,15.937622,12.573919,17.258198,13.361343,14.001348,13.334132,13.051723,16.936299,15.523861,15.180558,13.371967,16.858205
5.560788,5.689765,10.461557,10.548549,7.491659,7.769737,7.656198,9.98397,4.621096,6.778662,5.777972,8.237489,8.939328,5.478763,6.623679,5.475332
2.316152,4.510591,1.927596,2.656451,2.203556,4.838265,2.980757,1.051548,2.092233,1.822033,1.468599,4.028237,1.810977,1.852188,1.69374,3.138473
0.035818,0.03641,0.008666,0.006609,0.052568,0.048388,0.0,0.008148,0.045177,0.087497,0.074753,0.01579,0.006832,0.060548,0.009335,0.044173
5.636394,3.671299,2.9404,4.12328,2.509438,2.604195,3.957511,20.639731,5.748553,4.378688,8.965669,3.50263,2.733173,18.107786,3.16927,3.979847
